DULICA;PSC;OBCE
Pod Tobolou;949 05;Nitra
Pod trnkami;949 01;Nitra
Pod vinohradmi;949 01;Nitra
Pod Zlatım brehom;949 01;Nitra
Podbe¾ová;949 11;Nitra
Podhájska;949 01;Nitra
Podhorská;949 01;Nitra
Podjavorinskej;949 01;Nitra
Podzámska;949 01;Nitra
Pokojná;949 01;Nitra
Po¾ná;949 01;Nitra
Po¾ovnícka;949 01;Nitra
Ponièanova;949 01;Nitra
Poniklecová;949 01;Nitra
Popradská;949 01;Nitra
Potoèná;949 01;Nitra
Potravinárska;949 01;Nitra
Povaská;949 11;Nitra
Pramenistá;949 01;Nitra
Praská;949 01;Nitra
Praská;949 11;Nitra
Prešovská;949 01;Nitra
Pri cvièisku;949 01;Nitra
Pri Èervenom kríi;949 01;Nitra
Pri Dobrotke;949 01;Nitra
Pri Dolci;949 07;Nitra
Pri dríku;949 05;Nitra
Pri jazierku;949 01;Nitra
Pri Jelšine;949 01;Nitra
Pri kaštieli;949 01;Nitra
Pri lese;949 01;Nitra
Pri lipe;949 01;Nitra
Pri mlyne;949 05;Nitra
Pri Perinovej studni;949 01;Nitra
Pri strelnici;949 01;Nitra
Pri Studnièke;949 07;Nitra
Pri synagóge;949 01;Nitra
Pri škole;949 01;Nitra
Pri zungove;949 05;Nitra
Pribinovo námestie;949 01;Nitra
Priehradná;949 01;Nitra
Priechodná;949 01;Nitra
Priemyselná;949 01;Nitra
Priezraèná;949 01;Nitra
Prvosienková;949 01;Nitra
Púpavová;949 11;Nitra
Pútnická;949 01;Nitra
Rabèekova;949 07;Nitra
Raèia ulica;949 01;Nitra
Radlinského;949 01;Nitra
Radová;949 01;Nitra
Rakytová;949 05;Nitra
Rastislavova;951 41;Nitra
Ratkošova;949 01;Nitra
Rázusova;949 01;Nitra
Rekreaèná;949 01;Nitra
Remeselnícka;949 01;Nitra
Repíková ulica;949 01;Nitra
Repková ulica;949 01;Nitra
Ríbez¾ová;949 01;Nitra
Rieèna;949 01;Nitra
Richtára Peregrina;949 01;Nitra
Robotnícka;949 01;Nitra
Ro¾nícka;949 05;Nitra
Rosinského;949 01;Nitra
Rovná;949 01;Nitra
Royova;949 07;Nitra
Rozmarínová;949 01;Nitra
Rulandská;949 11;Nitra
Ruová;949 01;Nitra
Rybárska;949 01;Nitra
Rybnièná;949 01;Nitra
Rınska;949 11;Nitra
Sadová;949 01;Nitra
Samova;949 01;Nitra
Selenec;949 01;Nitra
Severná;949 01;Nitra
Schurmannova;949 01;Nitra
Siho;949 01;Nitra
Síkarská;949 05;Nitra
Silvánska;949 01;Nitra
Sirôtková;949 01;Nitra
Sitnianska;949 01;Nitra
Skalná;949 01;Nitra
Skautská;949 01;Nitra
Sládkovièova;949 01;Nitra
Slamkova;949 07;Nitra
Slanèíkovej;949 01;Nitra
Slávièie chodníky;949 01;Nitra
Slneèná;949 01;Nitra
Slneènicová ulica;949 01;Nitra
Smetanova;949 01;Nitra
Smreková;949 01;Nitra
Sneienková;949 01;Nitra
Sojèia;949 01;Nitra
Sokolia ulica;949 01;Nitra
Spišská;949 01;Nitra
Spojovacia;949 01;Nitra
Stanièná;949 01;Nitra
Stará dedina;949 01;Nitra
Staromlynská;949 05;Nitra
Stavbárska;949 01;Nitra
Stodolova;949 01;Nitra
Straèia;949 01;Nitra
Strieborná;949 01;Nitra
Strmá;949 01;Nitra
Stromová;949 01;Nitra
Studená;949 01;Nitra
Studnièná;949 01;Nitra
Sú¾ovská;949 01;Nitra
sv. Beòadika;949 01;Nitra
sv. Bystríka;949 07;Nitra
sv. Klimenta;949 07;Nitra
Svätoplukova;949 01;Nitra
Svätoplukovo námestie;949 01;Nitra
Svätourbanská;949 01;Nitra
Svätovavrinecká;949 01;Nitra
Svetlá;949 01;Nitra
Šafárikova;949 01;Nitra
Šafranová;949 01;Nitra
Šalviová;949 11;Nitra
Šèasného;949 01;Nitra
Šípková;949 01;Nitra
Šípová;949 01;Nitra
Široká;949 05;Nitra
Školská;949 01;Nitra
Škultétyho;949 11;Nitra
Špitálska;949 01;Nitra
Športová;949 05;Nitra
Štefánikova trieda;949 01;Nitra
Štiavnická;949 01;Nitra
Štrková;949 01;Nitra
Štúrova;949 01;Nitra
Šúdolská;949 11;Nitra
Šulekova;949 01;Nitra
Šumavská;949 01;Nitra
Šuranská;949 01;Nitra
Švabinského;949 01;Nitra
Švecova;949 01;Nitra
Tabaková;949 01;Nitra
Tajovského;949 01;Nitra
Tatarkova;949 01;Nitra
Tehelná;949 01;Nitra
Tekovská;949 01;Nitra
Telgártska;949 01;Nitra
Tichá;949 01;Nitra
Tokajská;949 11;Nitra
Tolstého;949 01;Nitra
Topo¾èianska;949 01;Nitra
Topo¾ová;949 01;Nitra
Tormošská ulica;949 01;Nitra
Tríbeèská;949 01;Nitra
Trieda Andreja Hlinku;949 01;Nitra
Trnavská;949 01;Nitra
Tànistá;949 01;Nitra
Tulipánová;949 01;Nitra
Turèianska;949 01;Nitra
Turistická;949 01;Nitra
Ulica Eugena Filkorna;949 07;Nitra
Ulica Hany Zelinovej;949 01;Nitra
Ulica Jána Gustiniho;949 07;Nitra
Ulica k Rieke;949 05;Nitra
Ulica ¼uda Ondrejova;949 01;Nitra
Ulica Mons. Vagnera;949 11;Nitra
Ulica na Priehon;949 05;Nitra
Ulica Pavla Straussa;949 11;Nitra
Ulica Rudolfa Hanáka;949 01;Nitra
Ulica Wolfganga Kempelena;949 11;Nitra
Ulièka;949 01;Nitra
Urbancova;949 01;Nitra
Urbánkova;949 01;Nitra
Úzka;949 01;Nitra
Vajanského;949 01;Nitra
Vansovej;949 01;Nitra
Vašinova;949 01;Nitra
Ve¾kı Cer;949 01;Nitra
Veltlínska;949 01;Nitra
Vendelínska;949 01;Nitra
Veterinárska;949 01;Nitra
Veterná;949 01;Nitra
Vihorlatská;949 01;Nitra
Vikárska;949 01;Nitra
Vinièky;949 11;Nitra
Vinièná;949 01;Nitra
Vinohradnícka;949 01;Nitra
Višòová;949 01;Nitra
Vlašská;949 01;Nitra
Vodná;949 01;Nitra
Vrábe¾ská;949 01;Nitra
Vrania;949 01;Nitra
Vàbová;949 01;Nitra
Vyhliadková;949 01;Nitra
Vıchodná;949 01;Nitra
Vysoká;949 01;Nitra
Vıstavná;949 01;Nitra
Willermova;949 07;Nitra
Wilsonovo nábreie;949 01;Nitra
Za Ferenitkou;949 01;Nitra
Za Humnami;949 01;Nitra
Za kaštie¾om;949 01;Nitra
Záborského;949 05;Nitra
Záhradkárska;949 01;Nitra
Záhradná;949 01;Nitra
Zelená;949 05;Nitra
Zimná;949 05;Nitra
Zlatomoravecká;949 01;Nitra
Zlievarenská;949 05;Nitra
Zoborská;949 01;Nitra
Zvolenská;949 11;Nitra
Zvonèeková;949 01;Nitra
abia ulica;949 01;Nitra
diarska;949 01;Nitra
eleznièiarska;949 01;Nitra
eliarska ulica;949 01;Nitra
ibrická;949 01;Nitra
ilinská;949 01;Nitra
itavská;949 01;Nitra
itná ulica;949 01;Nitra
upné námestie;949 01;Nitra
Adyho;951 01;Nitrianske Hrnèiarovce
Agátová;951 01;Nitrianske Hrnèiarovce
Attilova;951 01;Nitrianske Hrnèiarovce
Bórová;951 01;Nitrianske Hrnèiarovce
Buková;951 01;Nitrianske Hrnèiarovce
Cintorínska;951 01;Nitrianske Hrnèiarovce
Èerešòová;951 01;Nitrianske Hrnèiarovce
Do kameòolomu;951 01;Nitrianske Hrnèiarovce
Dózsova;951 01;Nitrianske Hrnèiarovce
Drevená;951 01;Nitrianske Hrnèiarovce
Farská;951 01;Nitrianske Hrnèiarovce
Hranièná;949 01;Nitrianske Hrnèiarovce
Chryzantémová;951 01;Nitrianske Hrnèiarovce
Jahodová;951 01;Nitrianske Hrnèiarovce
Jelenecká;951 01;Nitrianske Hrnèiarovce
Koneèná;951 01;Nitrianske Hrnèiarovce
Kossúthova;951 01;Nitrianske Hrnèiarovce
Krajná;951 01;Nitrianske Hrnèiarovce
Kríková;951 01;Nitrianske Hrnèiarovce
Kuhnova;951 01;Nitrianske Hrnèiarovce
Lehárova;951 01;Nitrianske Hrnèiarovce
Lesná;951 01;Nitrianske Hrnèiarovce
Lipová;951 01;Nitrianske Hrnèiarovce
Lisztova;951 01;Nitrianske Hrnèiarovce
Lúèna ulica;951 01;Nitrianske Hrnèiarovce
Malanta;949 01;Nitrianske Hrnèiarovce
Malinová ulica;951 01;Nitrianske Hrnèiarovce
Massányiho;951 01;Nitrianske Hrnèiarovce
Mikszáthova;951 01;Nitrianske Hrnèiarovce
Mons. Bartosiewicza;951 01;Nitrianske Hrnèiarovce
Na strelnici;951 01;Nitrianske Hrnèiarovce
Námestie Sv.Juraja;951 01;Nitrianske Hrnèiarovce
Obecná ulica;951 01;Nitrianske Hrnèiarovce
Orgovánová ulica;951 01;Nitrianske Hrnèiarovce
Ovocná;951 01;Nitrianske Hrnèiarovce
Petõfiho;951 01;Nitrianske Hrnèiarovce
Pod lesom;951 01;Nitrianske Hrnèiarovce
Pod pánskym lesom;951 01;Nitrianske Hrnèiarovce
Pod Sokolom;951 01;Nitrianske Hrnèiarovce
Rozmarínová ulica;951 01;Nitrianske Hrnèiarovce
Ruová ulica;951 01;Nitrianske Hrnèiarovce
Slivková;951 01;Nitrianske Hrnèiarovce
Svahová;951 01;Nitrianske Hrnèiarovce
Šopronská;951 01;Nitrianske Hrnèiarovce
Ulica Nad vinicami;951 01;Nitrianske Hrnèiarovce
Ulica Pod vodojemom;951 01;Nitrianske Hrnèiarovce
Za škôlkou;951 01;Nitrianske Hrnèiarovce
1.mája;962 23;Oèová
Breziny;962 23;Oèová
Budovate¾ská;962 23;Oèová
Èerveného kría;962 23;Oèová
ÈSA;962 23;Oèová
Dolná;962 23;Oèová
Drustevná;962 23;Oèová
Dvoriská;962 23;Oèová
Februárového víazstva;962 23;Oèová
Gagarinova;962 23;Oèová
Holcov majer;962 12;Oèová
J. R. Ponièana;962 23;Oèová
Jána Palárika;962 23;Oèová
Jána avodu;962 23;Oèová
Kalinovce;962 23;Oèová
Komenského;962 23;Oèová
Lesná;962 23;Oèová
Letecká;962 23;Oèová
Mateja Bela Funtíka;962 23;Oèová
Medzinárodného dòa detí;962 23;Oèová
Medzinárodného dòa ien;962 23;Oèová
Mieru;962 23;Oèová
Nábrená;962 23;Oèová
Obchoditá;962 23;Oèová
Partizánska;962 23;Oèová
Pri vleku;962 23;Oèová
Sadovnícka;962 23;Oèová
Slneèná;962 23;Oèová
SNP;962 23;Oèová
Športová;962 23;Oèová
Štefana Pilárika;962 23;Oèová
Vodárenská;962 23;Oèová
Asod;930 28;Okoè
Budovate¾ská;930 28;Okoè
Cintorínska ulica;930 28;Okoè
Èalovská ulica;930 28;Okoè
Dlhá ulica;930 28;Okoè
Dropie;930 28;Okoè
Drustevná ulica;930 28;Okoè
Golyášová cesta;930 28;Okoè
Gorkého ulica;930 28;Okoè
Hlavná ulica-Okoè;930 28;Okoè
Hlavná ulica-Opatovskı Sokolec;930 28;Okoè
Hlboká ulica;930 28;Okoè
Jánošíkovo na Ostrove;930 10;Okoè
Kaštie¾ská ulica;930 28;Okoè
Krátka ulica;930 28;Okoè
Krína ulica;930 28;Okoè
Kvetná ulica;930 28;Okoè
Lesná ulica;930 28;Okoè
Lipovı rad;930 28;Okoè
Malookoèská ulica;930 28;Okoè
Mlynská ulica;930 28;Okoè
Na hati;930 28;Okoè
Námestie 1.mája;930 28;Okoè
Novı Golyáš;930 28;Okoè
Novı rad;930 28;Okoè
Opatovskı Sokolec;930 28;Okoè
Podzáhradná ulica;930 28;Okoè
Po¾ná cesta;930 28;Okoè
Po¾ovnícka ulica;930 28;Okoè
Römbökova ulica;930 28;Okoè
Sokolecká ulica;930 28;Okoè
Spojovacia ulica;930 28;Okoè
Stará ulica;930 28;Okoè
Široká ulica;930 28;Okoè
Školská ulica;930 28;Okoè
Tichá ulica;930 28;Okoè
Ulica Fuèíkova;930 28;Okoè
Ulica mládee;930 28;Okoè
Ulica SNP;930 28;Okoè
Úzka ulica;930 28;Okoè
Ve¾kı Sek;930 28;Okoè
Viharošská ulica;930 28;Okoè
Vinohradská ulica;930 28;Okoè
Záhradkárska ulica;930 28;Okoè
Zelená ulica;930 28;Okoè
eleznièná ulica;930 28;Okoè
Agátová ulica;930 02;Orechová Potôò
Blatná ulica;930 02;Orechová Potôò
Cintorínsky rad;930 02;Orechová Potôò
Dolná Potôò;930 02;Orechová Potôò
Dolná ulica;930 02;Orechová Potôò
Hlavná ulica;930 02;Orechová Potôò
Jazerná ulica;930 02;Orechová Potôò
Kostolná ulica;930 02;Orechová Potôò
Krátka ulica;930 02;Orechová Potôò
Malá Mièurínska ulica;930 02;Orechová Potôò
Mièurínska ulica;930 02;Orechová Potôò
Mièurínska ulica;930 02;Orechová Potôò
Mlynská ulica;930 02;Orechová Potôò
Nádraná ulica;930 02;Orechová Potôò
Novı rad;930 02;Orechová Potôò
Orechová Potôò - Lúky;930 52;Orechová Potôò
Orechová ulica;930 02;Orechová Potôò
Parková ulica;930 02;Orechová Potôò
Pekná ulica;930 02;Orechová Potôò
Podzáhradná ulica;930 02;Orechová Potôò
Ruovı háj;930 02;Orechová Potôò
Studenı rad;930 02;Orechová Potôò
Športová ulica;930 02;Orechová Potôò
Tehelná ulica;930 02;Orechová Potôò
Tichá ulica;930 02;Orechová Potôò
Ulica Förge;930 02;Orechová Potôò
Ulica Hóštáï;930 02;Orechová Potôò
Ulica Svätej trojice;930 02;Orechová Potôò
Úzka ulica;930 02;Orechová Potôò
Úzka ulica;930 02;Orechová Potôò
Vinièná ulica;930 02;Orechová Potôò
Vàbová ulica;930 02;Orechová Potôò
Zelenı rad;930 02;Orechová Potôò
eleznièná ulica;930 02;Orechová Potôò
1.mája;958 01;Partizánske
29.augusta;958 01;Partizánske
9.mája;958 03;Partizánske
Agátová;958 04;Partizánske
Albína Grznára;958 01;Partizánske
Alexandra Dubèeka;958 04;Partizánske
Andreja Hlinku;958 04;Partizánske
B. Nìmcovej;958 01;Partizánske
Bazová;958 04;Partizánske
Bernolákova;958 01;Partizánske
Bezruèova;958 03;Partizánske
Bielická;958 04;Partizánske
Brezová;958 03;Partizánske
Budovate¾ská;958 04;Partizánske
Cintorínska;958 03;Partizánske
Èervená;958 01;Partizánske
Dlhá;958 03;Partizánske
Dlhé diely;958 04;Partizánske
Dlhé lúky;958 04;Partizánske
Dolinky;958 04;Partizánske
Dolná;958 03;Partizánske
Domovina;958 03;Partizánske
Druhá za parkom;958 01;Partizánske
Drustevná;958 01;Partizánske
Dukelská;958 01;Partizánske
Februárová;958 01;Partizánske
Fraòa Krá¾a;958 01;Partizánske
Gen.M.R.Štefánika;958 04;Partizánske
Generála Svobodu;958 01;Partizánske
Gorkého;958 01;Partizánske
Gumárenská;958 01;Partizánske
Hlavná;958 04;Partizánske
Horná;958 03;Partizánske
Horská;958 06;Partizánske
Hôrka;958 04;Partizánske
Hrnèírikova;958 01;Partizánske
Hurbanova;958 01;Partizánske
Hviezdoslavova;958 01;Partizánske
Jána Bottu;958 03;Partizánske
Jána Švermu;958 01;Partizánske
Janka Krá¾a;958 06;Partizánske
Javorová;958 04;Partizánske
Jesenského;958 01;Partizánske
Jilemnického;958 03;Partizánske
Juná;958 03;Partizánske
Kolónia;958 04;Partizánske
Komenského;958 01;Partizánske
Komínová;958 01;Partizánske
Kpt. Nálepku;958 01;Partizánske
Krátka;958 01;Partizánske
Ku mlynu;958 01;Partizánske
Kukuèínova;958 01;Partizánske
Kúpe¾ná;958 01;Partizánske
Lány;958 04;Partizánske
Lesná;958 01;Partizánske
Lipová;958 04;Partizánske
Lomonosova;958 01;Partizánske
Lúèna;958 06;Partizánske
Majerská;958 03;Partizánske
Makarenkova;958 01;Partizánske
Malá okruná;958 01;Partizánske
Malé Bielice;958 01;Partizánske
Malinovského;958 06;Partizánske
Malobielická;958 01;Partizánske
Mostová;958 04;Partizánske
Moyzesova;958 01;Partizánske
Nábreie Belanky;958 04;Partizánske
Nábrená;958 01;Partizánske
Nádraná;958 01;Partizánske
Námestie mieru;958 01;Partizánske
Námestie SNP;958 01;Partizánske
Návojovce;958 01;Partizánske
Nemocnièná cesta;958 03;Partizánske
Nitrianska;958 03;Partizánske
Nová;958 04;Partizánske
Obuvnícka;958 01;Partizánske
Októbrová;958 01;Partizánske
Pekárenská;958 03;Partizánske
Pod baštou;958 01;Partizánske
Pod salašom;958 01;Partizánske
Pod Stráòami;958 03;Partizánske
Pod Šípkom;958 06;Partizánske
Pod záhradkami;958 01;Partizánske
Podjavorinskej;958 03;Partizánske
Po¾ná;958 04;Partizánske
Potoèná;958 04;Partizánske
Pribinova;958 01;Partizánske
Prieèna;958 04;Partizánske
Prvá za parkom;958 01;Partizánske
Púpavová;958 03;Partizánske
Puškinova;958 03;Partizánske
Rieèna;958 01;Partizánske
Rooseweltova;958 01;Partizánske
Rudolfa Jašíka;958 01;Partizánske
Skleníková;958 01;Partizánske
Sládkovièova;958 01;Partizánske
Slneèná;958 03;Partizánske
Slobody;958 01;Partizánske
Slovanská;958 01;Partizánske
Sokolská;958 01;Partizánske
Spojovacia;958 04;Partizánske
Stará cesta;958 04;Partizánske
Stredná;958 01;Partizánske
Strojárenská;958 01;Partizánske
Šimonovianska;958 03;Partizánske
Školská;958 01;Partizánske
Škultétyho;958 01;Partizánske
Športovcov;958 04;Partizánske
Štúrova;958 01;Partizánske
Tajovského;958 03;Partizánske
Tehelná;958 03;Partizánske
Terézie Vansovej;958 01;Partizánske
Topo¾èianska;958 01;Partizánske
Topo¾ová;958 04;Partizánske
Trenèianska;958 04;Partizánske
Ulica Eugena Salzbergera;958 03;Partizánske
Ve¾ká okruná;958 01;Partizánske
Ve¾ké Bielice;958 01;Partizánske
Víazná;958 04;Partizánske
Za ihriskom;958 04;Partizánske
Za riekou Nitrou;958 01;Partizánske
Za vodou;958 04;Partizánske
Zádvorie;958 04;Partizánske
Záhradnícka;958 03;Partizánske
Záhumnie;958 03;Partizánske
Zelená;958 03;Partizánske
aborecká;958 01;Partizánske
eleznièná;958 04;Partizánske
1.mája;902 01;Pezinok
Baba;902 01;Pezinok
Banícka;902 01;Pezinok
Bernolákova;902 01;Pezinok
Bottova;902 01;Pezinok
Bratislavská;902 01;Pezinok
Bystrická;902 01;Pezinok
Cajlanská;902 01;Pezinok
Cintorínska;902 03;Pezinok
Èernicová;902 01;Pezinok
D. Virgovièa;902 03;Pezinok
Dobšinského;902 01;Pezinok
dona Sandtnera;902 01;Pezinok
Dr. Bokesa;902 01;Pezinok
Dr. Štohla;902 01;Pezinok
Drevárska;902 01;Pezinok
Drustevná;902 03;Pezinok
Eugena Suchoòa;902 01;Pezinok
F. P. Drobiševa;902 01;Pezinok
Fajgalská cesta;902 01;Pezinok
Fándlyho;902 01;Pezinok
Farská;902 01;Pezinok
Fraòa Krá¾a;902 01;Pezinok
gen. Pekníka;902 01;Pezinok
gen. Svobodu;902 01;Pezinok
Glejovka;902 03;Pezinok
Gogo¾ova;902 01;Pezinok
Gorkého;902 01;Pezinok
Grobská cesta;902 03;Pezinok
Hasièská;902 03;Pezinok
Heèkova;902 03;Pezinok
Hollého;902 01;Pezinok
Holubyho;902 01;Pezinok
Hrnèiarska;902 01;Pezinok
Hroznová;902 01;Pezinok
Hurbanova;902 03;Pezinok
Hviezdoslavova;902 01;Pezinok
Jamnickıch;902 01;Pezinok
Jána Raka;902 03;Pezinok
Javorová;902 01;Pezinok
Jesenského;902 01;Pezinok
Jilemnického;902 01;Pezinok
Jiráskova;902 01;Pezinok
Kalinèiakova;902 01;Pezinok
Kamenice;902 01;Pezinok
Kataríny Franklovej;902 01;Pezinok
Kollárova;902 01;Pezinok
Komenského;902 01;Pezinok
kpt. Jaroša;902 01;Pezinok
Krína;902 01;Pezinok
Krkavec;902 01;Pezinok
Kuèišdorfská dolina;902 01;Pezinok
Kukuèínova;902 01;Pezinok
Kupeckého;902 01;Pezinok
Kutuzovova;902 01;Pezinok
Kuzmányho;902 01;Pezinok
L. Novomeského;902 01;Pezinok
Leitne;902 01;Pezinok
Lesnícka;902 01;Pezinok
Liesková;902 01;Pezinok
Limbašská cesta;902 03;Pezinok
¼udovíta Rajtera;902 01;Pezinok
M. R. Štefánika;902 01;Pezinok
Mahulanka;902 01;Pezinok
Majakovského;902 01;Pezinok
Malacká cesta;902 01;Pezinok
Malokarpatská;902 01;Pezinok
Markušova;902 01;Pezinok
Matúškova;902 03;Pezinok
Meisslova;902 01;Pezinok
Mierová;902 01;Pezinok
Mladoboleslavská;902 01;Pezinok
Mlynárska;902 03;Pezinok
Moyzesova;902 01;Pezinok
Muškátová;902 01;Pezinok
Myslenická;902 01;Pezinok
Myslenická;902 03;Pezinok
Mıtna;902 01;Pezinok
Na bielenisku;902 01;Pezinok
Najmarova;902 01;Pezinok
Nálepkova;902 01;Pezinok
Nerudova;902 01;Pezinok
Nezábudková;902 03;Pezinok
Nová;902 03;Pezinok
Obchodná;902 01;Pezinok
Obrancov mieru;902 01;Pezinok
Orešie;902 03;Pezinok
Panholec;902 01;Pezinok
Panskı chodník;902 01;Pezinok
Pod kalváriou;902 01;Pezinok
Pod lipou;902 01;Pezinok
Podhorská;902 01;Pezinok
Podkarpatská;902 03;Pezinok
Potoèná;902 01;Pezinok
Pri mlyne;902 01;Pezinok
Púpavová;902 03;Pezinok
Puškinova;902 01;Pezinok
Radnièné námestie;902 01;Pezinok
Rázusova;902 01;Pezinok
Reisinger;902 01;Pezinok
Richarda Rétiho;902 01;Pezinok
Rozálka;902 01;Pezinok
Rulandská;902 01;Pezinok
Ruová;902 03;Pezinok
Rybníèek;902 01;Pezinok
Sama Chalupku;902 01;Pezinok
Saulaková;902 01;Pezinok
Senecká;902 01;Pezinok
Schaubmarova;902 01;Pezinok
Silvánová;902 01;Pezinok
Sládkovièova;902 01;Pezinok
Slneèná;902 01;Pezinok
Slneèné údolie;902 01;Pezinok
SNP;902 01;Pezinok
Stupy;902 01;Pezinok
Suvorovova;902 01;Pezinok
Svätojurská ulica;902 01;Pezinok
Svätoplukova;902 01;Pezinok
Šafárikova;902 01;Pezinok
Šancová;902 01;Pezinok
Šenkvická cesta;902 01;Pezinok
Št. Polkorába;902 01;Pezinok
Šteberlova;902 01;Pezinok
Štúrova;902 03;Pezinok
Švermova;902 01;Pezinok
Talihov dvor;902 01;Pezinok
Tehelná;902 01;Pezinok
Tolstého;902 01;Pezinok
Topo¾ová;902 01;Pezinok
Trnavská;902 01;Pezinok
Trnková;902 01;Pezinok
Vajanského;902 01;Pezinok
Veltlínska;902 01;Pezinok
Vincúrska;902 01;Pezinok
Vinice;902 03;Pezinok
Viniènianska cesta;902 01;Pezinok
Za dráhou;902 01;Pezinok
Za hradbami;902 01;Pezinok
Za koníèkom;902 01;Pezinok
Za panskou záhradou;902 01;Pezinok
Za panskou záhradou;902 03;Pezinok
Záhradná;902 01;Pezinok
Záhumenice;902 01;Pezinok
Zámocká;902 01;Pezinok
Zigmundíkova;902 01;Pezinok
Zumberská;902 01;Pezinok
arnovickıch;902 01;Pezinok
eleznièná;902 03;Pezinok
Belohrad;976 98;Podbrezová
Bendíèka;976 81;Podbrezová
Èelno;976 98;Podbrezová
Dolná;976 98;Podbrezová
Druby;976 98;Podbrezová
Hámor;976 98;Podbrezová
Hnusno;976 98;Podbrezová
Hviezdoslavova;976 81;Podbrezová
Chalupkova;976 81;Podbrezová
Chvatimech;976 81;Podbrezová
Jozefa Murgaša;976 98;Podbrezová
Kolkáreò;976 81;Podbrezová
Partizánska;976 98;Podbrezová
Pod Grap¾om;976 98;Podbrezová
Skalica;976 81;Podbrezová
Sládkovièova;976 81;Podbrezová
Smreková;976 81;Podbrezová
Štiavnièka;976 81;Podbrezová
Štúrov rad;976 81;Podbrezová
Šupkova;976 81;Podbrezová
Švermov rad;976 81;Podbrezová
Vajsková;976 98;Podbrezová
1. mája;058 01;Poprad
29. augusta;058 01;Poprad
Allendeho;059 51;Poprad
Albetina;058 01;Poprad
Amurská;058 01;Poprad
Bajkalská;058 01;Poprad
Banícka;058 01;Poprad
Bernolákova;058 01;Poprad
Bezruèova;059 51;Poprad
Bottova;059 51;Poprad
Boeny Nìmcovej;058 01;Poprad
Brenı riadok;058 01;Poprad
Brokoffova;058 01;Poprad
Budovate¾ská;058 01;Poprad
Bulharská;058 01;Poprad
Buzulucká;058 01;Poprad
Cintorínska;058 01;Poprad
Dlhé hony;058 01;Poprad
Dolnı rad;058 01;Poprad
Dominika Tatarku;058 01;Poprad
Donská;058 01;Poprad
Dostojevského;058 01;Poprad
Drevárska;058 01;Poprad
Drustevná;058 01;Poprad
Dubová;058 01;Poprad
Fabiniova;058 01;Poprad
Farbiarska;058 01;Poprad
Fraòa Krá¾a;058 01;Poprad
Francisciho;058 01;Poprad
Františka Heèku;058 01;Poprad
Gattingerova;058 01;Poprad
Gemerská;058 01;Poprad
Gerlachovská;058 01;Poprad
Gorkého;059 51;Poprad
Grebova;058 01;Poprad
Grossova;058 01;Poprad
Halatova;058 01;Poprad
Harmincova;058 01;Poprad
Hitschova;058 01;Poprad
Hlavná;059 51;Poprad
Hodova;058 01;Poprad
Horská;058 01;Poprad
Hranièná;058 01;Poprad
Hurbanova;058 01;Poprad
Huszova;058 01;Poprad
Hviezdoslavova;058 01;Poprad
Chalúpkova;058 01;Poprad
J. Tranovského;058 01;Poprad
Jabloòová;058 01;Poprad
Jahodná;058 01;Poprad
Janka Krá¾a;059 51;Poprad
Jarmoèná;058 01;Poprad
Jarná;058 01;Poprad
Jazzová;058 01;Poprad
Jed¾ová;058 01;Poprad
Jesenná;058 01;Poprad
Jesenského;058 01;Poprad
Jiøího Wolkera;058 01;Poprad
Jókaiho;058 01;Poprad
Joliota Curie;058 01;Poprad
Karpatská;058 01;Poprad
Kemarská;058 01;Poprad
Kmeova;058 01;Poprad
Kollárova;058 01;Poprad
Komenského;058 01;Poprad
Kopeèná;058 01;Poprad
Koperníkova;059 51;Poprad
Košická;058 01;Poprad
Krátka;058 01;Poprad
Krompecherova;058 01;Poprad
Kukuèínova;058 01;Poprad
Kuzmányho;058 01;Poprad
Kvetná;058 01;Poprad
Kvetnica;058 01;Poprad
Kysucká;058 01;Poprad
Lerchova;058 01;Poprad
Lesná;058 01;Poprad
Letná;058 01;Poprad
Levoèská;058 01;Poprad
Lidická;059 51;Poprad
Lipová;058 01;Poprad
Liptovská;058 01;Poprad
Lomnická;058 01;Poprad
Lúèna;058 01;Poprad
Ludvíka Svobodu;058 01;Poprad
Magurská;058 01;Poprad
Majunkeho;058 01;Poprad
Malinová;058 01;Poprad
Malinovského;058 01;Poprad
Matejovská;058 01;Poprad
Matejovské námestie;059 51;Poprad
